STATION,LOCAL_NUM,RIVER,LOCATION,EASTING,NORTHING,NGR,SQ_KM,HA,OPERATOR,OPENED,CLOSED,ALTITUDE,TYPE,BF_FLOW,SF_FLOW,SENSITIVITY,NHMP,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,FAR,FEH_POOLING,FEH_QMED,FEH_NEITHER,START_YEAR,END_YEAR,GDF_COMPLETENESS,MEAN_FLOW,MIN_FLOW,MAX_FLOW,Q95,Q70,Q50,Q10,BASE_FLOW_INDEX,SAAR6190,SAAR4170,PROPWET,SMDBAR,BFIHOST,FARL,HIGH_PERM_BED,MOD_PERM_BED,LOW_PERM_BED,HIGH_PERM_SUP,LOW_PERM_SUP,MIXED_PERM_SUP,MIN_ALT,ALT_10_PERCENTILE,ALT_50_PERCENTILE,ALT_90_PERCENTILE,MAX_ALT,WOODLAND,ARABLE_HORT,GRASS,MOUNTAIN_HEATH_BOG,URBAN,DPSBAR,QMED
39020,0660TH,Coln,Bibury,412100,206200,SP121470,106.7,39,EA-WT,01/01/1963,,100.6,C,,,20.8,YES,YES,YES,GE,YES,YES,NO,1963,2014,100,1.401,0.19,7.312,0.403,0.688,1.11,2.73,0.93,820,819,0.33,,0.858,0.968,87.600782,0,12.399218,0,0,0,100.6,142.5,193.6,259.3,329.8,16.20066,40.7335,39.80153,0,0.007,76.8,3.61
39021,1460TH,Cherwell,Enslow Mill,448200,218300,SP482071,551.7,39,EA-WT,01/01/1965,,65,CC,,74,10.9,NO,YES,YES,PE,YES,YES,NO,1965,2014,100,3.956,0.078,71.8,0.657,1.4,2.5,9.27,0.65,664,700,0.3,,0.59,0.976,0,18.606147,81.393853,0.012759,0,7.775596,65,94.5,131.6,173.6,238.2,9.127206,50.3887,33.36389,0,0.024,46.7,29.4
39022,2420TH,Loddon,Sheepbridge,472000,165300,SU720116,164.5,39,EA-WT,01/01/1965,,42.4,C,,50,11.8,NO,YES,YES,GEI,YES,YES,NO,1965,2014,100,2.267,0.523,26.7,0.975,1.34,1.73,3.89,0.76,731,751,0.33,11.2,0.594,0.947,42.814046,0,43.848828,1.557991,2.711876,4.853273,42.4,57.9,86.2,140.1,227.9,14.68577,38.750477,28.570994,0,0.087,32.8,16.8
39023,2590TH,Wye,Hedsor,489600,186700,SU895978,137.3,39,EA-WT,01/01/1964,,26.8,C,,12,13.8,NO,YES,YES,GI,YES,YES,NO,1964,2014,100,0.999,0.141,3.35,0.479,0.751,0.951,1.51,0.93,755,780,0.3,,0.797,0.984,99.957007,0,0,2.973004,39.41423,4.307845,26.8,88,152.6,208.4,251.5,19.3476,23.576635,35.906183,0.016767,0.113,87.8,2.71
39024,,Gatwick Stream,Gatwick,528800,140200,TQ288402,31.1,39,EA-KSL,01/01/1952,31/12/1977,57.6,VA,,,27.3,NO,YES,NO,E,NO,NO,YES,1952,1977,100,0.454,0.009,13,0.105,0.218,0.302,0.878,0.56,835,849,0.36,,0.61,0.945,0,91.17703,8.82297,14.222165,0,0,57.6,70.2,104.3,139,172.4,44.0483,9.610829,16.080564,0.310027,0.159,51,6.555
39025,2279TH,Enborne,Brimpton,456800,164800,SU567836,147.6,39,EA-WT,01/01/1966,,59.4,CC,,32,15.8,NO,YES,YES,GI,YES,YES,NO,1967,2014,100,1.332,0.017,26.54,0.162,0.382,0.729,2.954,0.52,790,798,0.32,11,0.5,0.978,11.456137,5.49031,53.411238,24.247761,0.000656,0.000133,59.4,83.3,113.3,163.8,295.7,24.07493,28.936672,37.986344,0.172441,0.02,53.5,16.8
39026,1420TH,Cherwell,Banbury,445800,241100,SP458324,199.4,39,EA-WT,01/01/1966,,88.7,CC,,50,12,NO,YES,YES,P,NO,YES,NO,1966,2014,97.11,1.149,0.001,49,0.019,0.152,0.424,2.93,0.4,664,700,0.3,13,0.41,0.95,0,7.926705,92.073295,0.034644,0,11.103967,88.7,107,140,170.3,224.3,7.842156,50.6642,35.66673,0,0.016,42.5,15.3
39027,2190TH,Pang,Pangbourne,463500,176600,SU634576,170.9,39,EA-WT,01/01/1968,,39.6,C,,16,17.4,YES,YES,YES,RGI,NO,YES,NO,1968,2014,100,0.662,0.074,8.04,0.194,0.376,0.54,1.2,0.87,695,703,0.31,,0.72,0.996,75.886556,0,6.979473,16.396759,15.218816,2.073104,39.6,71.8,118.4,173.5,238,17.57433,45.439923,28.208533,0.509441,0.012,52.7,2.135
39028,2239TH,Dun,Hungerford,432100,168500,SU321368,101.3,39,EA-WT,01/01/1968,,99,C,,12,26.3,NO,YES,YES,GN,YES,YES,NO,1968,2014,100,0.711,0.188,4.37,0.271,0.42,0.561,1.32,0.94,786,789,0.31,,0.768,0.988,81.712472,8.419996,0,4.830431,32.52895,0.150974,99,130.6,155.9,184.6,276.6,24.89634,48.9185,21.891659,0,0.004,46.3,2.207
39029,3079TH,Tilling Bourne,Shalford,500000,147800,SU999984,59,39,EA-WT,01/01/1968,,31.7,C,,,13.9,NO,YES,YES,GIN,NO,YES,NO,1968,2014,100,0.539,0.216,4.16,0.315,0.423,0.491,0.759,0.88,809,821,0.36,,0.885,0.879,90.386222,0,9.613778,0.645031,0.31727,0.04631,31.7,67,124.9,207.3,291.4,49.077,17.766907,23.105113,0.123352,0.022,93.4,1.955
39030,2849TH,Gade,Croxley Green,508200,195200,TQ082439,184,39,EA-HNL,01/01/1970,,49.7,CC,,14.8,26.8,NO,YES,NO,GI,NO,NO,NO,1970,2014,100,1.004,0.049,4.83,0.373,0.711,0.924,1.65,0.88,717,717,0.29,,0.73,0.985,96.405844,0,0,10.111135,36.718797,5.182025,49.7,84.4,136.4,178.5,247.4,17.012846,36.196533,24.942009,0,0.104,54,
39031,2255TH,Lambourn,Welford,441100,173100,SU411067,176,39,EA-WT,01/01/1962,,95.7,CC,,,14.6,NO,YES,YES,G,NO,NO,YES,1962,2013,58.49,1.038,0.188,5.68,0.369,0.622,0.865,1.84,0.98,745,748,0.32,,0.88,0.989,99.873835,0,0,0.43926,19.860359,7.449464,95.7,136.4,176.1,212.5,260.3,8.78473,51.7949,33.85585,0,0.004,66,3.198
39032,,Lambourn,East Shefford,439000,174500,SU390745,154,39,EA-WT,01/01/1966,09/11/2006,101.9,CC,,11.5,7,NO,YES,YES,G,NO,NO,YES,1966,2006,52.17,0.724,0,3.808,0.126,0.285,0.538,1.54,0.98,746,750,0.32,,0.896,0.988,100,0,0,0,16.28654,7.522354,101.9,141,179.4,213.9,260.3,8.37986,50.7341,35.12889,0,0.003,67.5,1.89
39033,2264TH,Winterbourne Stream,Bagnor,445300,169500,SU452666,49.2,39,EA-WT,01/01/1962,,80.5,C,,0.9,36.7,YES,YES,YES,RG,YES,YES,NO,1962,2014,100,0.179,0.008,1.42,0.05,0.096,0.138,0.336,0.96,716,715,0.32,,0.766,1,91.730327,0,0,0.183062,58.013982,0,80.5,110.6,147.8,186.4,226.4,11.96516,66.889042,17.093022,0.055139,0.001,45.5,0.393
39034,1290TH,Evenlode,Cassington Mill,444800,209900,SP448160,430,39,EA-WT,01/01/1969,,60.2,CC,,59.8,11.9,NO,YES,YES,EI,YES,YES,NO,1970,2014,100,3.864,0.119,51.4,0.629,1.36,2.53,9.01,0.71,691,731,0.32,,0.699,0.965,7.995034,45.667263,46.337703,3.45038,0,11.246231,60.2,99.5,135.5,195.1,266.5,14.1412,48.4888,31.506035,0,0.014,46.5,24.7
39035,0290TH,Churn,Cerney Wick,407600,196300,SU075749,124.3,39,EA-WT,01/01/1969,,82.2,CC,,15.9,90,NO,YES,YES,GEI,YES,YES,NO,1969,2013,100,0.891,0,4.596,0.01,0.231,0.58,2.235,0.83,836,872,0.32,,0.825,0.89,90.852887,0,9.147113,0.287147,0,4.878613,82.2,109.6,193.9,256.5,294.9,17.86796,35.2685,38.189924,0,0.024,73.6,3.46
39036,3074TH,Law Brook,Albury,504500,146800,TQ045434,16,39,EA-WT,01/01/1968,,56.7,TP,,0.9,20,NO,YES,YES,G,NO,YES,NO,1968,2014,98.86,0.106,0.039,0.648,0.069,0.088,0.101,0.139,0.92,820,837,0.36,11,0.888,0.96,100,0,0,0,0,0,56.7,88,129.9,206,255.2,53.4029,14.919793,24.123996,0.264756,0.008,85.7,0.459
39037,2210TH,Kennet,Marlborough,418700,168600,SU187056,142,39,EA-WT,01/01/1972,,126.5,C,,36.3,54.2,NO,YES,YES,G,NO,YES,NO,1972,2014,100,0.903,0.002,10.1,0.075,0.302,0.568,2.17,0.94,772,817,0.34,,0.959,1,99.965742,0,0.034258,7.204697,10.942596,0,126.5,157.4,181.8,221.7,293.7,6.78305,55.8525,31.874654,0,0.007,51.3,3.035
39038,,Thame,Shabbington,467000,205500,SP670055,443,39,EA-WT,01/01/1968,30/04/1994,58.1,B,,17,17.4,NO,YES,YES,GE,NO,NO,YES,1968,1994,95.72,2.786,0.119,27.6,0.454,0.885,1.48,6.35,0.53,648,664,0.31,,0.499,0.982,17.920318,19.97438,62.105302,2.353347,0.225113,5.015853,58.1,72.5,90,142.3,268.3,8.078649,37.586899,45.084378,0.000569,0.041,35,24.305
39039,2550TH,Wye,High Wycombe,485300,193700,SU852993,67.7,39,EA-WT,01/01/1968,,76.9,TP,,1.1,,NO,YES,NO,GI,NO,NO,NO,1997,2014,99.63,0.259,0,1.17,0,0.112,0.207,0.578,0.93,760,801,0.3,,0.82,0.968,99.914775,0,0,2.219978,38.622992,1.81222,76.9,113.1,163.9,215.7,251.5,18.60186,30.87007,39.508034,0,0.052,92,
39040,0190TH,Thames,West Mill Cricklade,409400,194200,SU094019,185,39,EA-WT,01/01/1972,,78.5,CC,,20.3,28.6,NO,YES,NO,PGEI,NO,NO,YES,1972,2014,100,1.414,0.011,10.4,0.067,0.26,0.76,3.77,0.69,772,810,0.33,,0.644,0.886,62.41895,0,37.58105,11.93598,0,8.265128,78.5,89.4,107.1,160,216.9,11.51415,42.0049,38.95598,0,0.008,20.3,7.29
39042,0890TH,Leach,Priory Mill Lechlade,422700,199300,SU227099,76.9,39,EA-WT,01/01/1972,,71.7,C,,8.6,32,NO,YES,YES,PE,YES,YES,NO,1972,2014,99.49,0.766,0.013,6.25,0.069,0.225,0.499,1.9,0.79,735,774,0.33,,0.865,0.971,94.803523,0,5.196477,5.293575,0,0,71.7,92.9,142.5,184.5,252.7,9.643211,64.128,22.86716,0,0.003,36.6,3.147
39043,2230TH,Kennet,Knighton,429500,171000,SU295071,295,39,EA-WT,01/01/1962,,104.9,CC,,,21.1,NO,YES,NO,G,NO,NO,NO,1962,2014,99.5,2.631,0.096,24.5,0.608,1.25,1.94,5.42,0.95,772,800,0.32,,0.95,0.988,99.984255,0,0.015745,6.296416,14.977373,0.591284,104.9,148.9,180.8,226.3,293.7,9.1662,51.6454,32.201572,0,0.008,66,
39044,2458TH,Hart,Bramshill House,475500,159200,SU755305,84,39,EA-WT,01/01/1972,,49.8,C,,12.1,18.1,NO,YES,YES,E,NO,NO,YES,1972,2014,99.93,0.802,0.098,9.44,0.224,0.38,0.559,1.56,0.64,706,702,0.35,,0.589,0.947,11.55591,0,9.528621,14.617112,0.012232,6.542052,49.8,63.8,80.7,121.4,190.6,26.8236,18.307479,26.582779,2.095595,0.084,32,7.925
39046,1800TH,Thames,Sutton Courtenay,451700,194600,SU517029,3414,39,EA-WT,01/01/1974,,44.9,US,,,,NO,YES,NO,PEI,NO,NO,NO,1973,2014,85.51,27.779,0.02,218,2.4,8,16.1,69.8,0.64,691,691,0.31,,0.65,0.957,28.664984,18.077528,53.257487,7.242859,0,9.904707,44.9,67.7,112.4,195.3,329.8,10.840732,46.576936,34.064502,0.000657,0.029,37,
39049,3829TH,Silk Stream,Colindeep Lane,521700,189500,TQ217058,29,39,EA-HNL,01/01/1973,,39.9,FV,,,27.5,NO,YES,YES,N,NO,YES,NO,1973,2014,99.39,0.254,0,7.86,0.035,0.073,0.111,0.618,0.33,685,699,0.29,,0.182,0.972,0,0,100,9.097778,0,0,39.9,50.9,73,120.6,153.2,12.294796,5.948312,18.625059,0.089387,0.401,40.1,13.652
39051,,Sor Brook,Adderbury,447500,234600,SP475346,106.4,39,EA-WT,01/01/1967,18/04/1988,28.2,C,,10,18.4,NO,YES,NO,PEI,NO,NO,NO,1967,1988,98.81,0.85,0.005,5.35,0.184,0.382,0.651,1.71,0.74,659,703,0.3,,0.72,0.995,0,7.843978,92.156022,0,0,2.340125,28.2,109.8,145.3,189.7,225,10.51769,47.4416,34.880379,0,0.024,58,
39052,2620TH,The Cut,Binfield,485400,171300,SU853571,50.2,39,EA-WT,01/01/1957,,45.6,MIS,,26,16.7,NO,YES,YES,EI,NO,NO,YES,1957,2014,99.44,0.401,0.006,9.5,0.069,0.137,0.237,0.852,0.46,676,687,0.29,12.7,0.355,0.939,0,0,60.941993,5.441683,0,0,45.6,59.8,71.9,91.6,128.2,23.1379,5.973794,29.151548,0.906781,0.237,24.8,7.531
39053,3230TH,Mole,Horley,527100,143300,TQ270943,89.9,39,EA-KSL,01/01/1961,,51.7,CBVA,,26,13,NO,YES,YES,PE,NO,YES,NO,1961,2014,96.28,1.527,0.114,48.4,0.272,0.582,0.821,3.09,0.45,811,825,0.36,9.9,0.464,0.947,0,38.037189,61.962811,11.894065,0,2.2171,51.7,59.7,80.9,127.2,172.4,26.25717,13.722651,25.937531,0.150228,0.191,34.3,25.849
39054,3210TH,Mole,Gatwick Airport,526000,139800,TQ260293,31.8,39,EA-KSL,01/01/1961,,56.7,US,,12.3,20,NO,YES,NO,PE,NO,NO,NO,1961,2014,92.31,0.347,0,17.4,0.016,0.039,0.097,0.874,0.23,814,827,0.36,9.8,0.44,0.943,0,11.69996,88.30004,7.36825,0,1.911774,56.7,66.3,84.1,113.8,145.3,21.27729,16.916677,32.348803,0.069584,0.14,34,
39055,,Yeading Brook West,North Hillingdon,508300,184600,TQ083846,17.6,39,EA-HNL,01/01/1974,31/12/1995,32,FV,,,194.9,NO,YES,YES,,YES,YES,NO,1979,1994,95.71,0.13,0.001,4.76,0.008,0.039,0.059,0.314,0.39,660,675,0.29,,0.172,0.999,0,0,94.576769,0,0,0,32,38.6,50.1,63,113.4,3.553378,1.546242,18.92655,0,0.535,16.1,4.236
39056,4370TH,Ravensbourne,Catford Hill,537200,173300,TQ372257,120.4,39,EA-KSL,01/01/1974,,14.5,FL,,,19.9,NO,YES,YES,G,NO,YES,NO,1977,2014,100,0.409,0.043,8.317,0.099,0.189,0.263,0.814,0.53,718,840,0.28,,0.715,0.99,40.125702,0,25.49816,6.039249,16.76333,0,14.5,37.8,86.5,188.8,266.2,16.60425,10.787403,22.312118,0.003964,0.343,48.6,15.697
39057,3660TH,Crane,Cranford Park,510300,177800,TQ103127,61.7,39,EA-HNL,01/01/1974,,22.9,FL,,,32.4,NO,YES,YES,N,NO,NO,YES,1978,2014,99.68,0.502,0.004,14.8,0.096,0.168,0.238,1.08,0.35,639,840,0.29,,0.23,0.997,0,0,97.579385,14.966552,0,0,22.9,31.4,39,57.8,115.3,4.741171,3.160786,24.003946,0,0.489,15,11.744
39058,4369TH,Pool River,Winsford Road,537200,172600,TQ372147,38.3,39,EA-KSL,01/01/1974,,16.9,FL,,,24.9,NO,YES,YES,G,NO,NO,YES,1978,2014,99.07,0.279,0.022,5.11,0.089,0.142,0.186,0.531,0.55,664,840,0.29,,0.526,0.977,0,0,56.211454,3.508999,0,0,16.9,31.4,52.7,90.3,146.8,10.87139,1.04371,13.645282,0,0.548,31.1,10.22
39061,1761TH,Letcombe Brook,Letcombe Bassett,437500,185300,SU374868,4,39,EA-WT,01/01/1971,,105.6,FV,,,,NO,YES,NO,G,NO,NO,NO,1971,2014,98.81,0.094,0,0.493,0.012,0.043,0.07,0.204,0.96,732,748,0.32,,0.96,1,100.000001,0,0,0,0,0,105.6,128.3,173,224.8,236.6,11.33378,27.9274,50.3444,0,0.005,124,
39065,1995TH,Ewelme Brook,Ewelme,464200,191600,SU642259,13.4,39,EA-WT,01/01/1970,,65.9,FV,,,,NO,YES,NO,N,NO,NO,NO,1970,2014,89.24,0.046,0,0.227,0.006,0.028,0.041,0.085,0.98,696,719,0.29,,0.93,1,84.837939,15.162062,0,19.826915,4.245281,0,65.9,100.8,133.4,211.6,229.1,8.8626,38.314688,48.858456,0,0.011,78,
39068,3270TH,Mole,Castle Mill,518000,150200,TQ179950,316,39,EA-KSL,01/01/1971,,39.2,C,,,19.4,NO,YES,NO,GE,NO,NO,NO,1971,2014,95.52,3.792,0.446,81.8,0.798,1.18,1.77,8.77,0.42,784,791,0.36,,0.44,0.961,14.381647,19.105792,66.512561,8.04467,3.714053,1.387281,39.2,55.6,76.7,122.1,241.4,22.3929,19.979851,34.778132,0.063045,0.107,41,
39069,3240TH,Mole,Kinnersley Manor,526200,146200,TQ262454,142,39,EA-KSL,01/01/1972,,48,MIS,,,19.3,YES,YES,YES,E,NO,NO,YES,1972,2014,96.41,2.339,0.122,65.7,0.341,0.656,1.05,5,0.39,795,807,0.36,,0.445,0.955,0,35.859524,64.140477,12.564039,0,1.388611,48,56.7,73.8,119.4,174.8,24.1335,14.715846,31.414452,0.11462,0.151,29.5,44.012
39071,0130TH,Thames,Ewen,400700,197300,SU007469,63.7,39,EA-WT,01/01/1979,,100.5,MIS,,6.2,,NO,YES,NO,G,NO,NO,NO,2002,2014,100,0.59,0,4.74,0,0.041,0.208,1.79,0.65,815,840,0.32,,0.82,1,99.999999,0,0,0,0,3.007443,100.5,112.5,146.1,180.7,216.9,19.8141,51.7168,25.08306,0,0.006,32,
39072,2700TH,Thames,Royal Windsor Park,498000,177200,SU980477,7046,39,EA-WT,01/01/1979,,13.5,US,,,,NO,YES,NO,RPGEI,NO,NO,NO,1979,2014,100,60.457,10.58,390.5,14.98,27.5,41.5,131.9,0.72,696,840,0.3,,0.66,0.954,40.111858,12.180345,40.122776,12.139309,5.21075,7.7266,13.5,59.8,104.5,187.1,329.8,13.1685,40.560793,34.029582,0.200318,0.046,41,
39073,0260TH,Churn,Cirencester,402000,202900,SP020130,84,39,EA-WT,01/01/1979,,111.2,FV,,9.4,21.1,NO,YES,NO,GE,NO,NO,NO,1979,2014,100,0.786,0,4.422,0.042,0.222,0.527,1.95,0.9,854,879,0.33,,0.84,0.949,93.16858,0,6.831419,0,0,2.457372,111.2,156.2,214.2,265.7,294.9,22.1574,33.696,38.51105,0,0.008,94,
39074,0490TH,Ampney Brook,Sheepen Bridge,410600,195000,SU105859,74.4,39,EA-WT,01/01/1980,,78,FV,,9.4,60,NO,YES,NO,P,NO,NO,NO,1980,2014,99.05,0.748,0,7.93,0,0.169,0.49,1.87,0.73,777,810,0.32,,0.74,0.975,88.407207,0,11.592792,1.740113,0,5.461895,78,90.6,127.8,189.8,250.7,8.936458,54.2598,33.31314,0,0.007,29,
39076,1080TH,Windrush,Worsham,430100,210700,SP301401,296,39,EA-WT,01/01/1976,,90.6,MIS,,,13.5,NO,YES,NO,PN,NO,NO,NO,1942,2014,72.11,2.498,0.268,25.5,0.679,1.18,1.71,5.08,0.82,763,784,0.33,,0.82,0.97,76.845407,0,23.154593,0.263915,0,2.939552,90.6,131.3,195,257,317.2,13.7468,46.6968,35.024281,0.004251,0.007,68,
39077,2219TH,Og,Marlborough Poulton Fm,419300,169800,SU192656,59.2,39,EA-WT,01/01/1980,,124.9,FV,,3.3,30,NO,YES,NO,G,NO,NO,NO,1980,2014,100,0.348,0,3.72,0.009,0.093,0.216,0.82,0.94,769,804,0.33,,0.97,1,99.999456,0,0.000544,4.243826,4.867912,0,124.9,152.7,179.4,239,276,7.223651,51.1351,35.30303,0,0.005,72,
39078,3020TH,Wey (North),Farnham,483700,146300,SU836734,191.12,39,EA-WT,01/01/1978,,63.5,MIS,,,38.9,NO,YES,NO,GE,NO,NO,NO,1978,2014,99.42,0.795,0.084,16,0.183,0.366,0.535,1.58,0.73,866,887,0.35,,0.87,0.984,80.699652,13.045397,5.203091,4.281015,37.914007,0,63.5,105.2,159.4,198.9,245.6,14.71835,48.34728,28.808603,0.024706,0.029,55,
39079,3090TH,Wey,Weybridge,506900,164800,TQ068564,1008,39,EA-WT,01/01/1979,,9.2,US,,,,NO,YES,NO,PG,NO,NO,NO,1979,2014,94.12,7.389,1.26,69.4,2.42,3.88,5.17,14.2,0.65,779,840,0.34,,0.72,0.944,60.148416,4.007692,22.495268,8.893298,8.084203,1.912076,9.2,39.6,90.4,178,291.4,30.53034,23.424162,27.080513,2.085092,0.068,55,
39081,1790TH,Ock,Abingdon,448100,196700,SU481489,234,39,EA-WT,01/01/1979,,51.4,CC,,22.7,20.3,NO,YES,YES,GE,NO,YES,NO,1962,2014,98.4,1.593,0.111,25.89,0.333,0.565,0.909,3.647,0.64,639,647,0.31,,0.623,0.986,10.683805,30.72001,58.596185,14.682869,0,10.075507,51.4,60.9,80.1,124,260,7.565199,52.8633,32.155051,0,0.018,23.8,10.531
39084,3820TH,Brent,Brent Cross,523600,188000,TQ236108,36.4,39,EA-HNL,01/01/1980,,40.7,TP,,,,NO,YES,NO,GI,NO,NO,NO,1989,2014,99.67,0.354,0.046,13.3,0.069,0.1,0.143,0.795,0.34,684,698,0.29,,0.22,0.991,0,0,97.337583,6.833347,0,12.288172,40.7,60.7,84.3,114.2,145,10.428341,5.186804,24.27124,0,0.438,46,
39085,,Wandle,Wandle Park,526600,170300,TQ266703,176.1,39,EA-KSL,01/01/1936,31/12/1960,10.7,FL,,,,NO,YES,NO,,NO,NO,NO,1936,1960,48.76,1.595,0.566,6.145,0.903,1.192,1.416,2.396,0.81,738,741,0.31,,0.82,0.982,75.047065,0.029656,14.508114,15.818114,26.965333,1.703036,10.7,35.8,135.5,189.2,268.4,20.332873,9.471082,25.094415,0.011399,0.3,63,
39086,3229TH,Gatwick Stream,Gatwick Link,528500,141700,TQ285194,33.6,39,EA-KSL,01/01/1975,,54.7,C,,,20,NO,YES,YES,E,YES,YES,NO,1975,2014,99.97,0.732,0.108,12.4,0.263,0.358,0.49,1.39,0.61,830,845,0.36,,0.597,0.946,0,85.623206,14.376794,15.460455,0,0,54.7,64.9,101.3,138.4,172.4,42.0089,9.247625,16.097129,0.32179,0.175,47.9,9.544
39087,0390TH,Ray,Water Eaton,412100,193500,SU121093,84.1,39,EA-WT,01/01/1974,,75.9,US,,,14,NO,YES,NO,GE,NO,NO,NO,1974,2013,99.35,1.367,0.256,22.6,0.462,0.65,0.877,2.68,0.57,698,697,0.34,,0.39,0.992,3.095837,20.186066,76.718097,0.112379,0,4.869019,75.9,84,103.1,136.4,212.1,5.630306,18.24558,46.259194,0,0.174,27,
39088,2859TH,Chess,Rickmansworth,506600,194800,TQ065739,105,39,EA-HNL,01/01/1974,,47.1,C,,,22.3,NO,YES,YES,PGE,YES,YES,NO,1974,2014,99.99,0.567,0.053,2.34,0.178,0.389,0.512,0.964,0.95,753,761,0.3,,0.693,0.956,100,0,0,0.302647,52.843844,3.91617,47.1,97.1,157.5,200.6,266,17.930135,35.43262,33.428641,0,0.056,59.1,1.176
39089,2841TH,Gade,Bury Mill,505300,207600,TL053260,48.2,39,EA-HNL,01/01/1968,,86.5,FL,,,23.3,NO,YES,YES,G,YES,YES,NO,1975,2014,99.65,0.16,0.004,0.897,0.029,0.089,0.13,0.307,0.93,723,724,0.3,,0.7,0.979,95.426685,0,0,7.021287,46.390554,2.389448,86.5,115.6,157.3,195.2,241.3,25.25989,44.193562,22.203001,0,0.033,63.5,0.612
39090,0790TH,Cole,Inglesham,420800,197000,SU208296,140,39,EA-WT,01/01/1976,,72.7,CC,,,,NO,YES,YES,G,NO,YES,NO,1976,2014,99.78,1.261,0.049,37.7,0.139,0.352,0.645,2.85,0.52,682,681,0.31,,0.53,0.969,14.949407,28.511258,56.539335,0.370033,0,8.286442,72.7,85.5,100.5,163.6,275.9,7.244281,41.4897,36.099762,0,0.065,29.3,13.9
39091,,Misbourne,Quarrendon Mill,497500,196300,SU975963,66.29,39,EA-HNL,01/01/1978,31/12/1985,83.6,B,,,,NO,YES,NO,G,NO,NO,NO,1978,1985,98.71,0.12,0.009,0.728,0.019,0.055,0.089,0.257,0.81,767,781,0.3,,0.72,0.933,100,0,0,4.84012,42.061943,3.390063,83.6,119.9,162.8,207.6,252.4,22.46681,42.201086,23.669858,0,0.05,65,
39092,3809TH,Dollis Brook,Hendon Lane Bridge,524000,189600,TQ240008,25.1,39,EA-HNL,01/01/1952,14/05/2014,46.4,FV,,,,NO,YES,NO,GI,NO,NO,YES,1979,2014,98.21,0.201,0,6.06,0.021,0.049,0.081,0.466,0.3,689,703,0.29,13,0.178,0.991,0,0,100,8.722251,0,0.738274,46.4,63.1,87.4,118.1,145,9.518288,7.378514,32.01224,0,0.344,49.4,6.72
39093,3850TH,Brent,Monks Park,520200,185100,TQ201948,117.6,39,EA-HNL,01/01/1939,,24.5,FL,,34,29.2,NO,YES,YES,S,NO,YES,NO,1978,2014,98.12,0.984,0.057,21.5,0.14,0.275,0.483,2.29,0.24,672,690,0.29,,0.2,0.93,0,0,98.910727,6.807548,0,4.236266,24.5,44,67.1,109,153.2,9.110637,3.96792,18.336872,0.051899,0.478,38,25.26
39094,3680TH,Crane,Marsh Farm,515500,173500,TQ154557,81,39,EA-HNL,01/01/1979,,7.4,FL,,28,174,NO,YES,NO,G,NO,NO,NO,1977,2014,99.89,0.518,0,11.8,0.016,0.12,0.268,1.3,0.33,629,643,0.29,,0.42,0.989,0,0,98.677061,51.709492,0,1.575592,7.4,21.8,32.6,52.1,115.3,4.517827,5.777237,23.240826,0.12413,0.492,11,
39095,4389TH,Quaggy,Manor House Gardens,539500,174900,TQ394857,33.5,39,EA-KSL,01/01/1961,,13.3,FL,,8,40.8,NO,YES,YES,GI,YES,YES,NO,1978,2014,100,0.141,0.012,3.458,0.031,0.055,0.08,0.299,0.44,643,653,0.27,,0.61,0.997,0,0,50.491575,5.016674,0,0,13.3,28.4,60,94.3,133.9,15.30478,1.343187,16.222667,0.089546,0.478,36.7,5.159
39096,3839TH,Wealdstone Brook,Wembley,519400,186200,TQ193598,21.8,39,EA-HNL,01/01/1976,,29.1,FV,,,39.6,NO,YES,YES,N,NO,YES,NO,1979,2014,99.33,0.135,0,5.81,0.016,0.027,0.044,0.327,0.24,664,676,0.29,,0.175,0.997,0,0,100,0.096086,0,0,29.1,40.4,51.4,70.5,127.7,5.766361,1.566831,14.623749,0,0.508,25.7,11.859
39097,,Thames,Buscot,423000,198100,SU230981,997,39,EA-WT,01/01/1979,31/12/1998,70.3,MIS,,,,NO,YES,NO,GE,NO,NO,NO,1980,1998,97.76,9.149,0.692,73.2,1.24,3.33,5.88,21.4,0.71,747,769,0.31,,0.66,0.94,55.045136,6.97838,37.976484,8.064826,0,6.249689,70.3,81.9,114.8,209.4,329.8,10.707928,42.6106,37.149592,0,0.032,37,
39098,,Pinn,Uxbridge,506200,182600,TQ062826,33.3,39,EA-HNL,01/01/1985,01/01/2004,30.5,EM,,,,NO,YES,NO,N,NO,NO,NO,1984,2003,96.24,0.2,0.002,8.23,0.01,0.026,0.054,0.51,0.21,664,691,0.29,,0.17,0.94,0,0,52.117831,7.501301,0,0.105942,30.5,40.1,58.2,86.4,142.9,18.351263,3.529915,27.565871,0.035441,0.305,36,
39099,0470TH,Ampney Brook,Ampney St Peter,407700,201300,SP077050,45.3,39,EA-WT,01/01/1983,,95.3,FV,,,40,NO,YES,NO,GI,NO,NO,NO,1983,2014,100,0.599,0,9.64,0.011,0.169,0.425,1.39,0.75,810,835,0.33,,0.81,0.964,100,0,0,0,0,0,95.3,117.2,155.6,204.8,250.7,10.455069,52.288,33.74858,0,0.004,38,
