STATION,LOCAL_NUM,RIVER,LOCATION,EASTING,NORTHING,NGR,SQ_KM,HA,OPERATOR,OPENED,CLOSED,ALTITUDE,TYPE,BF_FLOW,SF_FLOW,SENSITIVITY,NHMP,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,FAR,FEH_POOLING,FEH_QMED,FEH_NEITHER,START_YEAR,END_YEAR,GDF_COMPLETENESS,MEAN_FLOW,MIN_FLOW,MAX_FLOW,Q95,Q70,Q50,Q10,BASE_FLOW_INDEX,SAAR6190,SAAR4170,PROPWET,SMDBAR,BFIHOST,FARL,HIGH_PERM_BED,MOD_PERM_BED,LOW_PERM_BED,HIGH_PERM_SUP,LOW_PERM_SUP,MIXED_PERM_SUP,MIN_ALT,ALT_10_PERCENTILE,ALT_50_PERCENTILE,ALT_90_PERCENTILE,MAX_ALT,WOODLAND,ARABLE_HORT,GRASS,MOUNTAIN_HEATH_BOG,URBAN,DPSBAR,QMED
18007,,Devon,Fossoway Bridge,301200,701800,NO011780,69.5,18,SEPA-SE,01/01/1972,30/04/1991,160.1,VA,,,3.9,NO,YES,NO,SR,NO,NO,NO,1986,1991,100,2.144,0.257,30.91,0.428,0.665,1.119,4.928,0.5,1575,1275,0.56,,0.47,0.845,0,0,100,3.436511,13.201632,10.341364,160.1,263.3,402.4,550.3,720.5,10.78729,0.727714,71.119786,14.10123,0,210,
18008,14888,Leny,Anie,258500,709600,NN585230,190,18,SEPA-SE,01/01/1974,,120.2,VA,127,,10.2,NO,YES,NO,N,NO,NO,NO,1973,2014,97.53,12.852,0.159,150,0.99,3.919,7.626,31.78,0.38,2189,2260,0.75,,0.46,0.783,0,0,98.256575,0,1.859562,45.124499,120.2,158.2,413.9,676.8,1150,17.4879,0.477311,36.890277,40.842157,0,306,
18010,14892,Forth,Gargunnock,271400,695300,NS714119,397,18,SEPA-SE,01/01/1977,,3.8,VA,137.76,,4.4,NO,YES,NO,N,NO,NO,NO,1986,2014,89.56,15.954,0.286,133.8,1.31,4.303,8.3,41.99,0.35,1633,2239,0.65,,0.44,0.925,6.119585,58.821973,35.058443,12.92468,7.472673,41.309226,3.8,14.8,98.8,371.8,956.5,28.70608,3.304348,49.16337,14.601239,0.001,115,
18011,4638,Forth,Craigforth,277700,695500,NS776589,1036,18,SEPA-SE,01/01/1972,,3.7,VA,190.08,,,YES,YES,NO,N,NO,NO,NO,1981,2014,100,46.864,2.958,797.8,5.627,14.4,26.68,114.3,0.41,1767,1759,,,,,,,,,,,3.7,,,,,,,,,,,
18013,14895,Black Devon,Fauld Mill,291400,692300,NS913559,56.2,18,SEPA-SE,01/01/1977,,9.2,CB,32.57,,19.8,NO,YES,NO,P,NO,NO,NO,1986,2014,91.36,0.923,0,24.94,0.132,0.298,0.45,2.123,0.38,958,2239,0.49,,0.36,1,69.885955,28.209537,1.904507,6.928548,4.05419,79.974311,9.2,47.9,102.7,258.9,363.2,14.28385,21.17767,57.41831,3.377289,0.006,71,
18014,14897,Bannock Burn,Bannockburn,281200,690800,NS811619,23.7,18,SEPA-SE,01/01/1979,,12.4,VA,12.39,,14.1,NO,YES,NO,P,NO,NO,NO,1986,2014,96.35,0.901,0.112,22.62,0.212,0.353,0.498,1.988,0.5,1325,2239,0.59,,0.47,0.893,45.514016,0,54.485984,1.657112,23.204496,58.095424,12.4,52.1,172.4,320.3,436.2,20.83207,12.95474,40.806425,19.98426,0.011,89,
18015,14898,Eas Gobhain,Loch Venachar,260200,706900,NN602050,202,18,SEPA-SE,01/01/1979,,78.9,TP,,,,NO,YES,NO,RP,NO,NO,NO,1979,2014,99.78,7.663,0.905,101.1,2.69,2.965,3.364,22.48,0.5,2062,2239,0.73,,0.43,0.617,0,7.552403,92.447597,0,6.695244,48.821805,78.9,112.4,303.1,557.9,873.4,15.98598,0.060807,35.221288,37.71443,0,228,
18016,14901,Kelty Water,Clashmore,246600,696800,NS465749,2.7,18,SEPA-SE,01/01/1982,,165,FL,3.37,,,NO,YES,NO,N,NO,NO,NO,1982,2011,93.36,0.111,0,2.394,0.002,0.015,0.04,0.324,0.15,2148,1935,0.74,,0.51,1,0,0,100.000001,0,0,0,165,178.7,259.9,390.4,495.4,71.5377,0,5.253104,23.20918,0,140,
18017,,Monachyle Burn,Balquhidder,247500,723000,NN475230,7.7,18,CEHW,01/01/1982,,292,C,,,,NO,YES,NO,N,NO,NO,NO,1982,1996,99.82,0.515,0,11.75,0.018,0.082,0.176,1.429,0.18,2417,2343,0.79,,0.37,1,0,0,100.000002,0,0,1.397958,292,368.9,485.9,677.1,878.2,1.03663,0,27.366926,71.5964,0,249,
18018,,Kirkton Burn,Balquhidder,253200,721900,NN532219,6.85,18,CEHW,01/01/1983,,246,C,,,,NO,YES,NO,N,NO,NO,NO,1983,1996,100,0.428,0.022,9.518,0.049,0.136,0.238,0.975,0.39,2150,2177,0.79,,0.49,0.983,0,0,77.628331,0,0,27.234496,246,339.1,561.3,737.3,844.3,4.66786,0,27.68399,64.847433,0,318,
18019,,Comer Burn,Comer,238700,704200,NN387290,0.9,18,SEPA-SE,01/01/1981,01/12/1988,158,CB,,,,NO,YES,NO,N,NO,NO,NO,1987,1988,100,0.083,0.001,1.309,0.004,0.019,0.038,0.222,0.15,2699,2613,-0.02,,0,-0.002,0,0,100.000011,0,0,60.368672,158,179.6,337.5,407.7,457.5,0,0,64.5161,35.4839,0,0,
18020,14904,Loch Ard Burn,Duchray,246800,698700,NS468049,0.85,18,SEPA-SE,01/01/1985,,80,FLB,,,,NO,YES,NO,N,NO,NO,NO,1990,2014,94.07,0.048,0.001,0.953,0.002,0.009,0.02,0.129,0.22,2000,1888,0.74,,0.61,1,0,0,100.000001,0,0,0,80,133,174.5,198.9,210.5,62.20927,0,21.220895,16.56976,0,156,
18021,14905,Loch Ard Burn,Elrig,247000,698800,NS469599,1.45,18,SEPA-SE,01/01/1985,,80,FLB,4.33,,,NO,YES,NO,N,NO,NO,NO,1988,2014,84.57,0.076,0,2.035,0.003,0.013,0.029,0.208,0.2,1915,1847,0.74,,0.61,1,0,0,100.000007,0,0,0,80,157.7,182.6,202.3,236.8,76.31103,0,21.699832,1.627485,0,130,
18022,14907,Avon Dhu,Milton,250300,701300,NN503480,44.5,18,SEPA-SE,01/01/1989,,20.5,VA,,,,NO,YES,NO,,NO,NO,NO,1990,2014,81.77,2.469,0.002,25.77,0.201,0.768,1.444,6.074,0.49,2076,2114,0.74,,0.45,0.653,0,0,100,0,1.780219,29.206772,20.5,44.1,198.7,472.2,679.5,40.66982,0,23.147635,26.194399,0,226,
18023,,Monachyle Burn,Upper Monachyle,248000,725000,NN480250,2.24,18,CEHW,,,434,FV,,,,NO,YES,NO,N,NO,NO,NO,1987,1996,98.77,0.158,0.003,2.983,0.006,0.021,0.046,0.44,0.15,2406,2164,0.79,,0.37,1,0,0,100,0,0,0,434,443.1,478.5,546.9,654.6,0,0,35.2273,64.77274,0,137,
19001,14867,Almond,Craigiehall,316500,675300,NT165387,369,19,SEPA-SE,01/01/1957,,22.8,VA,215,,,NO,YES,YES,PEI,YES,YES,NO,1957,2014,98.27,6.207,0.241,147.2,1,1.954,3.168,14.19,0.4,896,909,0.5,7.7,0.399,0.966,77.407119,12.859155,9.733726,1.482332,12.208267,78.714696,22.8,60.6,177.2,279.4,513.7,16.91853,23.0409,33.346328,10.60776,0.061,45.6,124.726
19002,,Almond,Almond Weir,300400,665100,NT003776,43.8,19,SEPA-SE,01/01/1962,,128.4,CB,,24,,NO,YES,YES,E,NO,YES,NO,1962,2008,91.5,0.953,0.068,20.43,0.143,0.282,0.44,2.325,0.33,1017,1024,0.57,5.8,0.364,0.995,26.146695,70.067562,3.785744,0,23.83802,70.507089,128.4,160.1,195.2,254.9,293.8,12.58252,12.05213,43.006243,14.14546,0.051,37.2,18.569
19003,,Breich Water,Breich Weir,301300,663800,NT013466,51.8,19,SEPA-SE,01/01/1961,31/12/1980,136,B,,25,26,NO,YES,NO,E,NO,NO,NO,1961,1980,99.13,0.889,0.01,15.86,0.092,0.253,0.403,2.17,0.31,1011,1031,0.57,,0.31,0.995,65.670565,31.403313,2.926123,0,15.948877,56.376377,136,197.6,245,299.8,355,30.56016,8.52753,36.30815,15.3912,0.021,47,
19004,14873,North Esk,Dalmore Weir,325200,661600,NT252086,81.6,19,SEPA-SE,01/01/1960,,132.1,MIS,110,54,36.9,NO,YES,YES,SEI,YES,YES,NO,1960,2014,89.04,1.599,0.1,27.98,0.358,0.702,1.061,3.378,0.54,951,969,0.49,,0.561,0.975,70.390155,8.624606,20.985238,11.747687,11.348741,51.550997,132.1,217.4,278.8,423.9,561.6,10.84745,8.36177,50.173802,26.41892,0.019,111.9,19.489
19005,14869,Almond,Almondell,308600,668600,NT086236,229,19,SEPA-SE,01/01/1963,,73.6,FV,700,17,,NO,YES,YES,PEI,YES,YES,NO,1962,2014,98.06,4.355,0.186,116.1,0.594,1.247,2.169,10.19,0.36,964,980,0.51,6,0.361,0.953,71.874765,20.986896,7.138339,0.788322,19.92461,70.61192,73.6,142.3,222.3,292.8,513.7,20.6786,11.19616,37.364231,16.95443,0.046,46.5,88.838
19006,14868,Water of Leith,Murrayfield,322800,673200,NT227927,107,19,SEPA-SE,01/01/1963,,37.5,VA,86,,12.3,NO,YES,YES,SR,YES,YES,NO,1963,2014,96.14,1.544,0.127,51.8,0.368,0.607,0.902,3.243,0.51,854,892,0.49,,0.428,0.909,96.469689,0,3.530311,1.584583,5.46846,79.531507,37.5,72.8,245.8,372.6,564.4,9.93506,13.75379,25.957153,30.437546,0.109,72,29.13
19007,635,Esk,Musselburgh,333800,672300,NT338287,330,19,SEPA-SE,01/01/1962,,3.3,VA,200,,7.2,NO,YES,YES,SPEI,YES,YES,NO,1962,2014,96.2,4.48,0.671,107.3,0.995,1.85,2.779,9.315,0.53,835,850,0.49,,0.567,0.944,59.555374,17.124976,23.31965,20.855569,5.53767,56.567535,3.3,82.2,248,395.2,651.8,11.86789,23.4637,42.97894,14.04676,0.032,94.8,72.582
19008,,South Esk,Prestonholm,332500,662300,NT324886,112,19,SEPA-SE,01/01/1964,31/12/1990,76.8,C,500,42,15.5,NO,YES,YES,SG,YES,YES,NO,1964,1989,100,1.339,0.217,41.75,0.331,0.567,0.825,2.712,0.55,860,884,0.49,,0.592,0.888,66.078538,0.728728,33.192734,32.499176,7.391638,42.972863,76.8,175.9,271.4,439.9,651.8,9.95923,18.7394,55.82368,12.51571,0.004,94,19.114
19009,14877,Bog Burn,Cobbinshaw,302600,659100,NT025525,8.5,19,SEPA-SE,01/01/1963,01/10/2005,256,FL,,,14.5,NO,YES,NO,S,NO,NO,NO,1963,2005,90.11,0.159,0,1.501,0.014,0.066,0.121,0.34,0.61,992,971,0.49,,0.35,0.614,100,0,0,0,54.161368,31.725322,256,261.3,275,289.3,302.2,22.25438,0.751445,20.982655,39.30633,0,30,
19010,14876,Braid Burn,Liberton,327200,670800,NT272497,16.2,19,SEPA-SE,01/01/1969,,49.9,C+C,,20,,NO,YES,YES,N,NO,YES,NO,1969,2014,87.77,0.183,0.015,8.01,0.032,0.081,0.127,0.35,0.62,770,769,0.49,,0.514,0.947,41.512808,0,58.487192,0,0,53.103232,49.9,102.9,164.4,342.4,491.8,16.89681,7.4411,31.89276,12.44518,0.159,113.8,3.805
19011,14878,North Esk,Dalkeith Palace,333200,667600,NT332216,137,19,SEPA-SE,01/01/1975,,28.6,VA,150,,9,NO,YES,YES,GN,YES,YES,NO,1963,2012,87.86,2.32,0.321,64.83,0.577,1.012,1.451,4.67,0.53,907,919,0.49,,0.551,0.965,63.236817,8.632843,28.13034,13.453704,7.096833,55.709137,28.6,152.9,268.2,413.3,577.6,12.73755,11.03185,46.80493,23.21139,0.026,121,36.857
19012,14880,Water of Leith,Colinton,321200,668800,NT211906,72,19,SEPA-SE,01/01/1976,,92.2,FV,,,19.9,NO,YES,NO,SR,NO,NO,NO,1986,2014,87.23,1.413,0.069,65.39,0.32,0.503,0.799,3.006,0.52,927,907,0.49,,0.38,0.877,95.104848,0,4.895152,1.254353,7.582602,74.737172,92.2,189,271.6,392.7,564.4,9.92653,12.44879,30.578636,42.00493,0.015,81,
19014,14882,Brox Burn,Newliston,311400,673100,NT113937,34.1,19,SEPA-SE,01/01/1977,,35.6,MIS,,,,NO,YES,NO,,NO,NO,NO,1986,2014,38.52,0.671,0.019,11.7,0.068,0.246,0.384,1.448,0.4,833,907,0.49,,0.43,0.989,76.496184,0,23.503816,2.270175,0,91.973892,35.6,61.3,128.5,212.9,310.7,11.85373,28.0605,33.170402,0.221002,0.115,44,
19017,14883,Gogar Burn,Turnhouse,316100,673300,NT160887,38.8,19,SEPA-SE,01/01/1977,,32.1,MIS,100,,,NO,YES,NO,P,NO,NO,NO,1986,2014,99.18,0.507,0.01,17.88,0.051,0.159,0.257,1.105,0.39,769,766,0.49,,0.51,0.99,94.495946,0,5.504054,3.028664,0,93.627663,32.1,47.2,100.6,200.9,346.9,11.35805,37.8769,26.191575,1.504749,0.114,43,
19020,14881,Almond,Whitburn,294800,665500,NS947926,30.3,19,SEPA-SE,01/01/1978,,156.3,MIS,27.67,,,NO,YES,NO,EN,NO,NO,NO,1986,2014,93.04,0.791,0.018,26.03,0.077,0.178,0.313,1.916,0.28,1033,1049,0.58,,0.34,0.994,8.931304,86.969215,4.099481,0,27.516138,64.642322,156.3,168.2,209.4,256.2,293.8,12.98803,12.01783,43.572546,16.75926,0.036,38,
19021,5981,South Esk,Cowbridge,333800,667800,NT338436,156,19,SEPA-SE,01/01/1990,,28,,,,,NO,YES,NO,,NO,NO,NO,1998,2014,70.15,2.398,0.493,42.25,0.603,1.014,1.536,4.91,0.53,818,837,0.49,,0.56,0.916,59.172007,16.691135,24.136858,26.284742,5.374999,54.36278,28,106.7,250,384.2,651.8,11.1364,27.3562,44.95265,9.13156,0.032,84,
20001,14870,Tyne,East Linton,359100,676800,NT590917,307,20,SEPA-SE,01/01/1961,,16.5,VA,300,,8.4,NO,YES,YES,EI,YES,YES,NO,1961,2014,97.88,2.964,0.327,104.7,0.584,1.133,1.76,5.967,0.53,713,736,0.43,10.6,0.489,0.986,72.76136,1.272842,25.965798,11.313415,0.501067,73.837806,16.5,70.6,156.6,320.2,525.9,12.73126,50.5605,27.530786,7.43641,0.007,70.1,57.803
20002,14865,West Peffer Burn,Luffness,348900,681100,NT488658,26.2,20,SEPA-SE,01/01/1968,,4.2,MIS,78,1.1,19.4,NO,YES,YES,I,YES,YES,NO,1966,2014,96.36,0.151,0,5.397,0.009,0.041,0.072,0.328,0.48,616,646,0.33,,0.471,0.996,0,0,100,27.025239,0,69.15869,4.2,11.6,26.4,58.2,135.2,3.658302,74.1448,21.170629,0.209046,0.002,30.4,3.299
20003,14871,Tyne,Spilmersford,345600,668900,NT456186,161,20,SEPA-SE,01/01/1965,,69.1,VA,130,,26.3,YES,YES,YES,I,YES,YES,NO,1965,2014,96.14,1.486,0.141,59.98,0.278,0.535,0.848,3.016,0.49,725,761,0.43,,0.52,0.987,83.826745,2.401971,13.771284,15.480495,0.94551,72.336584,69.1,98.7,184.7,321.8,494.3,13.3788,48.7966,31.047688,5.518939,0.004,65.7,29.641
20004,15026,East Peffer Burn,Lochhouses,361000,682400,NT610008,31.1,20,SEPA-SE,01/01/1967,31/03/1993,3.5,MIS,11,2.2,19.4,NO,YES,NO,I,NO,NO,NO,1967,1993,97.77,0.207,0.001,15.29,0.011,0.041,0.074,0.391,0.36,618,621,0.36,,0.38,0.978,22.787495,0,77.212505,37.340658,0,50.176824,3.5,14.9,29.8,80.7,180.6,11.11293,74.3126,12.749596,0.376432,0.001,40,
20005,14872,Birns Water,Saltoun Hall,345700,668700,NT456856,93,20,SEPA-SE,01/01/1976,31/12/2001,71.3,VA,58,,8.2,NO,YES,YES,N,YES,YES,NO,1965,2001,99.5,0.955,0.072,49.47,0.178,0.334,0.538,1.901,0.48,759,797,0.43,,0.536,0.989,71.655161,4.221257,24.123582,15.934094,1.661651,67.312788,71.3,136.3,218.9,349.4,494.3,13.89931,38.8501,37.78918,9.288704,0,76,18.215
20006,,Biel Water,Belton House,364500,676800,NT644737,51.8,20,SEPA-SE,01/01/1973,01/12/1998,13.9,VA,70,,30.8,NO,YES,YES,N,YES,YES,NO,1973,1998,99.94,0.557,0.098,22.07,0.145,0.269,0.368,0.959,0.62,749,743,0.43,,0.53,0.981,43.548038,0,56.451962,14.345649,0,70.612874,13.9,78.1,161.3,320,441.4,14.29189,38.788,34.808855,11.61164,0.001,105,11.748
20007,14874,Gifford Water,Lennoxlove,351100,671700,NT511087,64,20,SEPA-SE,01/01/1973,,51.4,VA,,,19.7,NO,YES,YES,N,YES,YES,NO,1973,2014,95.81,0.762,0.078,46.09,0.157,0.303,0.465,1.501,0.59,774,797,0.43,,0.527,0.977,54.543294,0,45.456706,12.76601,0.000122,56.951149,51.4,100.7,197.9,394.6,525.9,15.0369,33.107,31.350526,19.85244,0,112.5,17.238
20008,15029,Brox Burn,Broxmouth,369700,677600,NT697327,19.7,20,SEPA-SE,01/01/1967,,8.8,TPVA,,,,NO,YES,NO,,NO,NO,NO,1986,2014,17.38,0.173,0.003,6.131,0.021,0.068,0.116,0.327,0.55,720,738,0.43,,0.69,0.973,21.744151,45.299047,32.956801,11.042037,0,56.453454,8.8,60.5,158.6,276.4,350.1,15.65101,41.0839,36.787883,5.485785,0.001,141,
21001,,Fruid Water,Fruid,308800,620500,NT088205,23.7,21,LRWD,01/01/1959,01/01/1968,277,TP,,15.8,,NO,YES,YES,SP,NO,YES,NO,1959,1968,95.41,0.659,0.062,10.56,0.122,0.159,0.227,1.758,0.32,1702,1741,0.72,,0.392,1,0,0,100,0,5.21812,40.567588,277,334,453.4,643.8,803.5,1.827201,0,68.283353,24.91536,0,221.2,19.1
21002,,Whiteadder Water,Hungry Snout,366300,663300,NT663633,45.6,21,LRWD,01/01/1955,31/12/1968,215,MIS,,,,NO,YES,NO,SP,NO,YES,NO,1959,1968,100,1.004,0.079,31.46,0.137,0.363,0.584,2.051,0.5,909,990,0.43,,0.42,0.871,0,0,100,0,1.376265,1.87332,215,283.2,362.8,437.7,534.5,2.68522,0,22.976587,72.495534,0,127,19.75
21003,14979,Tweed,Peebles,325800,640000,NT258214,694,21,SEPA-SE,01/01/1959,,155,VA,220,,6.6,NO,YES,YES,SP,YES,YES,NO,1959,2014,96.37,16.005,1.928,234.4,3.411,6.621,10.31,34.81,0.55,1143,1199,0.56,,0.517,0.974,3.977596,9.13178,86.890624,8.789556,7.012351,36.915321,155,220,323.1,538.1,838,14.76655,6.50418,52.63374,24.6575,0.002,181,176.675
21005,14973,Tweed,Lyne Ford,320600,639700,NT205973,373,21,SEPA-SE,01/01/1961,,167,VA,227,,9,NO,YES,YES,SP,NO,YES,NO,1961,2014,94.34,9.588,1.154,185.5,2.114,3.987,6.049,20.47,0.55,1259,1309,0.66,3.9,0.507,0.965,0,3.006302,96.993698,6.418961,5.468893,32.025233,167,222.4,359.3,578.7,838,16.7177,5.32267,50.377153,26.35483,0.002,202.7,124.512
21006,15008,Tweed,Boleside,349800,633400,NT498233,1500,21,SEPA-SE,01/01/1961,,94.5,VA,808,,6.7,YES,YES,YES,SP,YES,YES,NO,1961,2014,99.98,37.302,3.457,586.1,7.102,15.05,23.91,81.24,0.51,1166,1234,0.58,,0.496,0.963,1.844178,4.233869,93.921953,4.638337,8.399518,34.601739,94.5,212.3,341.1,528.1,838,19.89553,5.2725,46.76554,26.68217,0.002,191.9,409.058
21007,14990,Ettrick Water,Lindean,348600,631500,NT485513,499,21,SEPA-SE,01/01/1961,,99.1,VA,300,,11.5,NO,YES,YES,S,YES,YES,NO,1961,2014,92.46,15.389,0.57,288.3,2.062,5.274,9.061,35.19,0.4,1307,1412,0.67,,0.443,0.928,0,0,100,0.886091,11.634012,39.81413,99.1,221,368.3,523.9,837.1,22.32484,3.67191,44.22908,28.1296,0.002,190.4,241.075
21008,15007,Teviot,Ormiston Mill,370200,628000,NT702292,1110,21,SEPA-SE,01/01/1960,,43.2,VA,411,,8.4,NO,YES,YES,N,YES,YES,NO,1960,2014,98.14,20.727,1.406,483.9,2.898,7.197,12.16,46.74,0.45,939,1010,0.57,,0.458,0.987,35.874771,0.032258,64.078754,1.635511,1.957632,68.913664,43.2,122.6,236.2,353.8,610.7,19.96265,26.4926,45.29142,6.335753,0.004,117.7,350.319
21009,9514,Tweed,Norham,389800,647700,NT898364,4390,21,SEPA-SE,01/10/1962,,4.3,VA,1300,,3.9,YES,YES,YES,SP,YES,YES,NO,1962,2014,100,81.267,6.973,1335,14.47,32.7,54.08,174.7,0.52,955,1009,0.49,,0.495,0.981,18.878754,6.401741,69.604022,5.016392,4.360559,52.530927,4.3,82.2,254.6,449.9,838,15.17564,23.3352,44.94898,15.00744,0.003,136,791.683
21010,,Tweed,Dryburgh,358800,632100,NT588233,2080,21,SEPA-SE,01/01/1960,31/12/1982,66.8,VA,1300,,6,NO,YES,NO,SP,NO,NO,NO,1960,1980,90.13,42.626,2.832,611.7,8.041,18.43,28.88,92.66,0.52,1079,1140,0.51,,0.51,0.972,3.391752,6.275582,90.332666,3.676357,6.601766,38.476641,66.8,195.4,322.5,503.2,838,16.86661,7.863,49.17486,24.78251,0.003,172,
21011,14985,Yarrow Water,Philiphaugh,343900,627700,NT439112,231,21,SEPA-SE,01/01/1962,,128,VA,296,,11.2,NO,YES,YES,S,YES,YES,NO,1963,2014,96.06,6.555,0.391,143.7,1.163,2.434,3.974,14.82,0.47,1345,1387,0.7,,0.443,0.919,0,0,100,1.916703,19.247614,27.648735,128,249.8,410.9,558,837.1,11.62468,0.990684,44.054818,40.90095,0,214.6,81.923
21012,15001,Teviot,Hawick,352200,615900,NT522321,323,21,SEPA-SE,01/01/1963,,90.1,VA,134,,11.1,NO,YES,YES,N,NO,YES,NO,1963,2014,98.04,8.925,0.325,164.2,0.995,2.918,5.065,20.61,0.42,1151,1209,0.59,,0.429,0.993,3.904881,0,96.095119,0,4.795395,67.737002,90.1,187.8,275.4,389.9,610.7,27.45791,12.53208,52.25075,5.461835,0.007,151,190.012
21013,9683,Gala Water,Galashiels,347900,637400,NT479323,207,21,SEPA-SE,01/01/1963,,120,VA,180,,19,NO,YES,YES,N,YES,YES,NO,1964,2014,100,3.735,0.243,78.8,0.53,1.345,2.332,8.272,0.51,930,994,0.44,,0.531,0.999,0,0.131969,99.868031,0,5.355886,33.642557,120,228.6,331.2,465.6,651.5,8.8576,3.7723,62.93415,24.27533,0.001,148.6,51.535
21014,14972,Tweed,Kingledores,310900,628500,NT108752,139,21,SEPA-SE,01/01/1961,,214,VA,210,,8.3,NO,YES,NO,SP,NO,NO,NO,1961,2014,98.12,4.195,0.463,122.3,0.916,1.52,2.218,9.401,0.44,1569,1619,0.72,,0.41,0.917,0,0,100,3.995153,10.64468,25.251308,214,311.4,427.3,646.1,838,26.77855,0.299201,45.273153,25.87731,0.001,224,
21015,14997,Leader Water,Earlston,356500,638800,NT564823,239,21,SEPA-SE,01/01/1966,,103,VA,120,,27.5,NO,YES,YES,N,NO,YES,NO,1966,2014,94.28,3.41,0.176,125.7,0.458,1.104,2.026,7.423,0.5,853,893,0.43,,0.563,0.999,5.852168,27.587272,66.560559,0,0.253017,45.622224,103,186.7,286.7,408.6,521.9,7.75087,14.52608,51.480784,25.920224,0.001,106.4,60.607
21016,15017,Eye Water,Eyemouth Mill,394200,663600,NT941856,119,21,SEPA-SE,01/01/1967,,2.9,VA,92,,23.8,NO,YES,YES,N,YES,YES,NO,1967,2014,97.86,1.271,0.041,47.53,0.138,0.354,0.623,2.77,0.45,730,747,0.29,,0.597,0.997,3.306781,20.472733,76.220486,2.822845,0,67.764144,2.9,67,150.6,224.9,410,13.17882,46.3257,37.765541,2.157911,0.002,68.7,36.964
21017,14987,Ettrick Water,Brockhoperig,323400,613200,NT234131,37.5,21,SEPA-SE,01/01/1965,,259,VA,200,,18.1,NO,YES,YES,N,YES,YES,NO,1965,2014,92.25,1.916,0.068,54.68,0.202,0.582,1.003,4.426,0.33,1733,1935,0.72,1.9,0.421,1,0,0,100,0,6.846778,40.478022,259,341.9,475.2,581.5,691.4,27.22679,0,42.715525,30.05768,0,241.5,60.364
21018,14974,Lyne Water,Lyne Station,320900,640000,NT209494,175,21,SEPA-SE,01/01/1968,,168,VA,36,,7.7,NO,YES,NO,SP,NO,NO,NO,1968,2014,99.95,3.139,0.483,59.66,0.702,1.289,2.04,6.718,0.57,945,1007,0.49,6,0.54,0.976,15.487155,30.117355,54.39549,15.254632,7.210474,44.104336,168,221,286.3,415.8,563.7,12.35237,11.60809,56.34933,17.80946,0.002,131,
21019,14977,Manor Water,Cademuir,321700,636900,NT217013,61.6,21,SEPA-SE,01/01/1968,,197,VA,58,,14.5,NO,YES,YES,P,YES,YES,NO,1968,2014,93.48,1.667,0.164,26.9,0.312,0.697,1.141,3.558,0.59,1340,1450,0.72,,0.482,0.997,0,0,100,0,20.862577,22.525148,197,261.8,462.2,644.1,814.8,10.34095,0.950317,30.226696,58.35275,0,272.9,26.132
21020,14984,Yarrow Water,Gordon Arms,330900,624800,NT309082,155,21,SEPA-SE,01/01/1967,,226,VA,90,,9,NO,YES,YES,SP,YES,YES,NO,1967,2014,87.33,5.139,0.147,85.09,0.925,1.951,3.159,11.45,0.47,1494,1544,0.72,,0.395,0.883,0,0,100,0,29.059204,21.222547,226,294.8,453.7,589.8,837.1,10.27007,0.126671,36.15965,49.91469,0,219.9,54.245
21021,15012,Tweed,Sprouston,375200,635400,NT752273,3330,21,SEPA-SE,01/01/1969,,24.5,VA,1600,,6.6,NO,YES,YES,SP,YES,YES,NO,1969,2014,93.39,66.971,6.341,874.9,10.89,24.94,43.77,149.1,0.51,1015,1078,0.53,,0.496,0.978,16.905417,3.933479,79.156338,3.061948,4.782771,50.780804,24.5,141.1,281.8,464,838,17.51198,16.44452,46.80961,17.6159,0.004,148.8,816.918
21022,15020,Whiteadder Water,Hutton Castle,388100,655000,NT880775,503,21,SEPA-SE,01/01/1969,,29,CC,,175,7.2,YES,YES,YES,SP,NO,YES,NO,1969,2014,100,6.691,0.423,223.2,1.148,2.263,3.861,13.77,0.51,813,860,0.35,,0.518,0.981,35.950631,18.556949,45.49242,3.302096,1.275692,46.917577,29,86.2,229.5,380.9,534.5,11.4726,21.4643,41.815146,24.438033,0.002,90,118.592
21023,15013,Leet Water,Coldstream,384000,639700,NT839803,113,21,SEPA-SE,01/01/1970,,12.1,VA,,3,11.9,NO,YES,NO,N,NO,NO,NO,1970,2014,100,1.01,0.003,71.79,0.026,0.136,0.343,2.324,0.32,671,714,0.3,,0.39,0.999,90.663339,0,9.336662,0.010881,0,96.973413,12.1,56,74.1,146.8,220.6,5.11134,76.1632,17.844319,0.046487,0.002,35,
21024,15006,Jed Water,Jedburgh,365600,621400,NT655892,139,21,SEPA-SE,01/01/1971,,65.6,VA,112,,10.2,NO,YES,YES,N,YES,YES,NO,1971,2014,100,2.403,0.257,84.84,0.413,0.773,1.238,5.369,0.41,913,973,0.57,,0.436,0.997,78.881714,0.259755,20.744044,0,1.814052,64.31202,65.6,159.9,240.5,361.4,578,32.38915,22.1756,34.48209,8.933757,0.006,111.6,71.477
21025,15002,Ale Water,Ancrum,363400,624400,NT634172,174,21,SEPA-SE,01/01/1972,,61.2,VA,52,,16.6,NO,YES,YES,SP,YES,YES,NO,1972,2014,90.44,2.839,0.096,55.61,0.231,0.698,1.459,6.908,0.41,926,998,0.58,,0.391,0.948,20.825245,0,79.174755,0.036542,0.47069,85.264492,61.2,132.3,251.6,340.8,446.5,17.77795,24.5404,45.464574,11.071478,0,87.2,51.665
